"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CPSF1","CPSF1",0.0627509533625137,16.5174525967802,0.789535378285224,0.434728097093644,0.687663884272083,-6.30176838049608
"KANSL1","KANSL1",0.0642109119129834,15.2924976015629,0.789166833346085,0.4349408168679,0.687866517571821,-6.30205687705033
"EIF2AK3","EIF2AK3",-0.0937136281156796,15.1146100097816,-0.788889975037892,0.435100657306399,0.687985406804183,-6.30227351574021
"ADGRE5","ADGRE5",-0.15117379141091,15.8692069726496,-0.788743463688819,0.43518525793912,0.687985406804183,-6.30238812957489
"XPNPEP1","XPNPEP1",-0.0614444957563052,16.7631005299291,-0.788451774785645,0.435353718420837,0.688117903372154,-6.30261625254503
"MED8","MED8",-0.140821786790156,16.3925841627623,-0.788052224755377,0.435584535960649,0.688254722500559,-6.30292859870659
"SCNM1","SCNM1",-0.0802769803872216,14.7711018984233,-0.788008822843868,0.435609613392222,0.688254722500559,-6.30296251870645
"YIPF6","YIPF6",-0.0886908938771267,15.5731604904475,-0.787617660015564,0.43583566461462,0.6884780640599,-6.30326814361128
"PAWR","PAWR",0.0764725796796704,16.8601782847253,0.786302064530397,0.436596457346776,0.689264842330567,-6.30429497306177
"TNPO3","TNPO3",0.0511785076667373,16.6668627343441,0.786168665022463,0.436673645060323,0.689264842330567,-6.30439899939548
"PIGG","PIGG",0.153429016693059,15.0659207901307,0.786038313125094,0.436749077261341,0.689264842330567,-6.30450063267962
"MOB1B","MOB1B",-0.0664698010343088,16.8614148108314,-0.786023443170222,0.436757682721706,0.689264842330567,-6.30451222550918
"MOB1A","MOB1A",-0.0664698010343088,16.8614148108314,-0.786023443170222,0.436757682721706,0.689264842330567,-6.30451222550918
"MOGS","MOGS",-0.0547027967874243,17.066268494745,-0.785807289405604,0.436882785537124,0.689328447909798,-6.30468071812331
"PSMF1","PSMF1",-0.0425394440465965,15.878212180372,-0.784689061667073,0.437530322302697,0.690017706888866,-6.30555166476909
"CUX1","CUX1",0.129818465772129,14.3521285147304,0.784480711625242,0.437651035884583,0.690017706888866,-6.30571380839469
"UBXN4","UBXN4",0.0849188651815176,16.2006818999406,0.78430822703631,0.43775098486494,0.690017706888866,-6.30584800904228
"CEP152","CEP152",-0.13891302862374,14.9766109237907,-0.784230559437382,0.437795995068942,0.690017706888866,-6.30590842855195
"DDX5","DDX5",0.0540981257877178,19.7842195849665,0.78421551826943,0.437804712100317,0.690017706888866,-6.30592012877242
"KIAA1671","KIAA1671",-0.0764752204443475,15.1496202554788,-0.784068235692748,0.437890074445888,0.690017706888866,-6.30603468544098
"RPL37","RPL37",0.204221943865612,18.1527027767331,0.783999505475353,0.437929912657327,0.690017706888866,-6.30608813681175
"BUB3","BUB3",0.0783709619889841,17.6155338867136,0.783787031459343,0.43805308304056,0.690017706888866,-6.30625334881818
"C10orf76","C10orf76",-0.0504792870314823,15.858821894819,-0.783734436219088,0.438083575501714,0.690017706888866,-6.30629423825999
"FRMD8","FRMD8",0.081394226823873,14.9213726501545,0.782733197837732,0.438664292603492,0.690798534400192,-6.30707213090299
"ZC2HC1A","ZC2HC1A",0.0656602976127267,16.2224053240733,0.781140398109997,0.439589062239834,0.691835771462815,-6.30830764284437
"BCAP29","BCAP29",-0.0704705975738804,16.042358751246,-0.781016685212961,0.439660937864581,0.691835771462815,-6.30840350325082
"TNC","TNC",0.108849467633547,16.6024386011999,0.780970811953408,0.439687591429854,0.691835771462815,-6.30843904495649
"HMGA1","HMGA1",0.086717189304931,18.6491917916097,0.780828944918411,0.439770025997107,0.691835771462815,-6.30854894798099
"PCGF6","PCGF6",0.0685232809397416,15.2356610976517,0.780800426539054,0.439786598263153,0.691835771462815,-6.3085710385623
"KANSL3","KANSL3",-0.0603326237025943,15.2667299318311,-0.780719561386846,0.439833591698835,0.691835771462815,-6.30863367315732
"NCSTN","NCSTN",-0.0699011893025361,15.912750171098,-0.780424943629146,0.440004829249742,0.691843124330702,-6.308861818033
"SPICE1","SPICE1",0.0794368418987847,14.4562044552051,0.780403051934979,0.440017554714418,0.691843124330702,-6.30887876710632
"ASB9","ASB9",0.0752710494771538,15.5074637143972,0.780272255250091,0.440093590344945,0.691843124330702,-6.30898002344233
"HSBP1","HSBP1",-0.111850371122717,18.216782075053,-0.779579681125803,0.440496332952855,0.692023792104159,-6.30951590640357
"TBC1D9","TBC1D9",0.200137926069075,16.5856893091686,0.779315269279165,0.440650150509341,0.692023792104159,-6.30972037502399
"FHOD1","FHOD1",-0.0512246039469382,16.4463641997952,-0.779273444373312,0.440674484443483,0.692023792104159,-6.30975271190704
"CRTC2","CRTC2",-0.0836912125851192,15.2542315200403,-0.779264038285105,0.440679957061821,0.692023792104159,-6.30975998398314
"DNAJB4","DNAJB4",0.0695220035724695,15.7639836229826,0.778910172013295,0.440885871774212,0.692023792104159,-6.31003350491016
"CCDC121","CCDC121",-0.0702157839752626,15.461975997605,-0.778872928129667,0.440907547318168,0.692023792104159,-6.31006228557596
"DYNLT3","DYNLT3",-0.0531807201426417,16.2676190271909,-0.778814989824135,0.440941268058183,0.692023792104159,-6.31010705546133
"CREB3L3","CREB3L3",0.0789397486402414,15.2010299713525,0.778809041890323,0.440944729909006,0.692023792104159,-6.31011165134557
"CCNK","CCNK",-0.0690465979830641,15.6456393826107,-0.778745648882529,0.440981627280362,0.692023792104159,-6.31016063211464
"RBM4","RBM4",0.0448389860562095,17.1167920453011,0.778611319284284,0.441059818783571,0.692023792104159,-6.31026440946945
"LANCL2","LANCL2",0.0525075320768131,15.8424007035383,0.778364811866404,0.441203329022215,0.692099167080188,-6.31045480558057
"CMC1","CMC1",-0.0685583288447038,15.8142880082833,-0.778172179245154,0.441315494113863,0.692099167080188,-6.31060354954234
"TOX","TOX",0.0501032701402764,16.7846882015815,0.77800062416615,0.441415400588412,0.692099167080188,-6.31073598818782
"SRI","SRI",-0.0609654017325276,16.8505961392534,-0.77794393499885,0.441448416940678,0.692099167080188,-6.31077974539256
"ACSL3","ACSL3",0.0618673234272258,17.7404872397114,0.776462417955737,0.442311789125771,0.693319038527457,-6.3119222037081
"SPATA20","SPATA20",-0.146158855661374,14.8500118559361,-0.776224144277111,0.442450739770947,0.693362718635613,-6.31210574949056
"GTF3C1","GTF3C1",-0.039914542683956,16.7685572458503,-0.776064103867662,0.442544082820809,0.693362718635613,-6.31222900039964
"SYPL1","SYPL1",0.0749910053575782,16.3420441224815,0.775975886559704,0.442595540287883,0.693362718635613,-6.31229692811932
"NAF1","NAF1",0.120964059252202,16.2001600840371,0.775588093962034,0.442821783287543,0.693495918786679,-6.31259544148863
"CLPP","CLPP",-0.0512932599683573,17.1013854598779,-0.775537699854943,0.442851188881984,0.693495918786679,-6.31263422304852
"RPS6","RPS6",-0.0546567589299798,18.735383673484,-0.77488304726838,0.443233292402082,0.693855273907623,-6.31313779931777
"EPDR1","EPDR1",-0.0626611615877763,15.8856486726272,-0.774743111509099,0.443314994644452,0.693855273907623,-6.31324538823595
"SCAF1","SCAF1",0.0620398215354037,16.3245960442951,0.774705883739331,0.443336731784499,0.693855273907623,-6.31327400745499
"SNAPC3","SNAPC3",0.0514142159255879,15.6740333824221,0.773933433985453,0.443787904902264,0.694383378142402,-6.3138675354647
"STRAP","STRAP",-0.0644993047781384,18.046071603534,-0.773835709345239,0.44384500342329,0.694383378142402,-6.31394258339614
"COQ8A","COQ8A",0.0594192370854998,14.8053031348047,0.773672489146945,0.443940379397234,0.694398950186669,-6.31406790837731
"PANX2","PANX2",-0.136180037357985,16.0663093894631,-0.773483245433999,0.444050977169251,0.694438321163687,-6.31421318288824
"NDUFS2","NDUFS2",0.082203626504743,16.1561521685083,0.772895732777367,0.444394435421996,0.6948417706377,-6.31466397262066
"PCBP3","PCBP3",0.0562748536005166,16.8152866121354,0.772213641065579,0.444793382061458,0.695276268510964,-6.31518691538411
"RCC2","RCC2",0.0572074891987846,18.2982566915864,0.772128175931732,0.444843384490777,0.695276268510964,-6.31525240785848
"RRAS","RRAS",-0.0896749535167913,15.2608156445854,-0.771696862315601,0.445095780709014,0.695481108177388,-6.31558281911624
"TSSK3","TSSK3",0.0472686369399078,18.1841647852722,0.771577704160043,0.445165524680383,0.695481108177388,-6.31567406965864
"DCAF16","DCAF16",0.15557773330452,14.8474324601586,0.771465662505398,0.445231109233009,0.695481108177388,-6.31575985798296
"GEMIN2","GEMIN2",0.0558979370406973,16.7529202022597,0.771174885653654,0.445401344707371,0.695567726510007,-6.31598244441728
"NAT14","NAT14",-0.0838886316675573,14.8948699422171,-0.771078652890394,0.445457692731098,0.695567726510007,-6.31605609162597
"UBR4","UBR4",0.0361253304119984,18.3953480060115,0.770540491128219,0.445772885246696,0.695926211670903,-6.31646778428818
"RTN3","RTN3",0.0605192781785817,16.4908987698799,0.770153283894753,0.445999747897849,0.696146687915056,-6.3167638248381
"MIF","MIF",0.0570360229149536,16.2015123103631,0.769631811410151,0.446305383898444,0.696490010695037,-6.31716229057747
"SF3A3","SF3A3",-0.0618175514862429,16.9766471695659,-0.769458923920887,0.44640674095012,0.696514471628317,-6.31729433906403
"MSL3","MSL3",0.0930472251514054,14.0135808187335,0.769021908112987,0.446663006677842,0.696696915005618,-6.31762799609475
"UBXN6","UBXN6",-0.0587603806493142,15.6150565907047,-0.768912018805838,0.446727459379883,0.696696915005618,-6.31771186655089
"YAE1D1","YAE1D1",-0.04031156176538,15.8944940727572,-0.768821104332818,0.446780787049365,0.696696915005618,-6.31778124613092
"ATPAF2","ATPAF2",0.0805146713231668,14.4239846323347,0.768436022641591,0.447006706048022,0.696831787394503,-6.31807502548665
"RNF10","RNF10",-0.0603834682728213,14.9981262804425,-0.768256503062238,0.447112049350715,0.696831787394503,-6.31821193249803
"GUK1","GUK1",-0.0417815742009928,16.9659341800902,-0.768235382975027,0.447124443726132,0.696831787394503,-6.31822803727238
"MTA3","MTA3",-0.0570512679420219,15.9577282492107,-0.76795618138372,0.447288312973425,0.696953554947475,-6.31844089753304
"PAFAH1B1","PAFAH1B1",0.0663772420547843,17.5678770680428,0.767406657066418,0.447610944013059,0.697322607106585,-6.31885962996385
"CPA4","CPA4",0.0923385990456964,14.9336866829818,0.767180578400827,0.447743716918898,0.697395798971781,-6.31903181550584
"SPPL3","SPPL3",0.12546743125761,13.3191496003787,0.7665459481921,0.448116550930162,0.697542320928035,-6.31951489855379
"RRP1","RRP1",0.0598187690775802,16.5474750372369,0.766497255344406,0.448145164691137,0.697542320928035,-6.31955194774532
"CASP4","CASP4",0.0568747231854054,16.0720890904061,0.76640399827077,0.44819996909203,0.697542320928035,-6.31962289839622
