"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"O43824","O43824",0.637124762008575,14.6567377836401,3.14073661345542,0.00326887363379507,0.0171007040136377,-2.43939750335828
"UBA5","UBA5",0.249519925626139,16.2676454585927,3.14071123418309,0.00326909755654976,0.0171007040136377,-2.43946154318088
"RANBP6","RANBP6",-0.407840197001855,14.9709623853488,-3.13971843452451,0.00327786849243682,0.0171355581832919,-2.44196645072522
"CSNK1G3","CSNK1G3",-0.257741518228059,14.9264993415056,-3.13792279169202,0.00329378881957865,0.0172077180683514,-2.44649582312704
"MPG","MPG",-0.314836867925207,15.6913901081804,-3.13598912025273,0.00331101479224011,0.0172866019564032,-2.45137167822602
"NUP214","NUP214",0.20875787701031,17.5879599881666,3.13499211809586,0.00331992981114642,0.017322021460083,-2.45388498919746
"PTTG1IP","PTTG1IP",0.488669053962159,18.0188050287377,3.1343173051161,0.00332597676363024,0.0173424407386467,-2.45558583992633
"NDUFS1","NDUFS1",0.232173790417672,16.8071752568626,3.1334233052329,0.00333400389551477,0.01737315235041,-2.45783881814048
"STX8","STX8",-0.461830000678058,14.9426336213319,-3.13281898377796,0.00333944042154174,0.017390333880021,-2.45936156289334
"ARID5B","ARID5B",0.238135782444115,16.2740718030058,3.13119489319456,0.00335409249280437,0.0174554531843833,-2.46345303322642
"ORC1","ORC1",-0.309926075196447,15.3671018059511,-3.12921540575575,0.00337203315016711,0.0175375927560514,-2.46843816134441
"FECH","FECH",0.482960679000312,15.3974556440055,3.12834628113484,0.00337993893889921,0.0175674703544192,-2.47062637852351
"PBDC1","PBDC1",0.330381324921021,16.2731486921716,3.12806955833283,0.00338245976338863,0.0175693389243362,-2.47132301617578
"CAST","CAST",-0.409303448780474,17.5054663622618,-3.12722030084109,0.00339020724645546,0.0175921700061261,-2.47346076066206
"RBPJ","RBPJ",0.249516908462091,16.47864031645,3.12711342066542,0.00339118346655181,0.0175921700061261,-2.47372977463799
"RANGRF","RANGRF",0.209818268370434,15.124454309183,3.12598137644588,0.0034015396571752,0.0176346402252406,-2.47657876431918
"KPNA1","KPNA1",-0.213282112193301,16.8399537067553,-3.12537492902612,0.00340709987832435,0.0176522083562133,-2.47810474896855
"CCNL1","CCNL1",0.240459384484527,15.8634530738206,3.12415984318801,0.00341826630350375,0.0176987813892879,-2.48116171127827
"RAP2B","RAP2B",0.190847760194522,16.9387875563984,3.12349528543074,0.00342438811523126,0.0177191922270623,-2.48283333901226
"SCO1","SCO1",-0.231297180454309,17.4758122718837,-3.12067635100834,0.00345047127595685,0.017842799619754,-2.48992177267384
"SMARCC1","SMARCC1",0.18725348063246,18.4443534225969,3.11977870185872,0.00345881647191712,0.0178745830262011,-2.49217819698314
"SPATA5","SPATA5",-0.338486432540652,16.2277532489122,-3.11950045066512,0.00346140717147225,0.0178766066689313,-2.49287756104818
"ZNFX1","ZNFX1",-0.221388909867111,16.0246703030471,-3.11918703120256,0.00346432750932229,0.0178803290941466,-2.49366527428848
"ITGAV","ITGAV",0.26042753026789,16.595848851018,3.11885841454126,0.00346739195311273,0.0178847900931811,-2.49449113273071
"SIRPB1.1","SIRPB1.1",0.204815630954798,17.1303567665857,3.11812147258844,0.00347427347421199,0.0179089214152627,-2.49634298313623
"IARS2","IARS2",-0.166254685577364,16.7936336353462,-3.11717285558,0.00348315062834174,0.0179433025714765,-2.49872637153804
"FZR1","FZR1",-0.433494818254744,14.2582488349142,-3.11649522366518,0.00348950504055009,0.0179646526121796,-2.50042865328426
"RAB8A","RAB8A",0.258439384746612,17.5034255056122,3.11607306161538,0.00349346935778382,0.0179736787401422,-2.50148905862295
"LTBP3","LTBP3",-0.296437290524912,15.1115549177863,-3.11556952502739,0.00349820339548504,0.0179866511080948,-2.50275375409562
"GTF2A2","GTF2A2",0.277799769226291,17.3465162661733,3.11410402058681,0.00351201600694197,0.0180375218114645,-2.50643387135001
"LRCH4","LRCH4",-0.256465743264423,15.5509445828982,-3.11404906212177,0.00351253500154364,0.0180375218114645,-2.50657186115059
"EEFSEC","EEFSEC",0.44960136188149,14.9202033905204,3.11370217828774,0.00351581243780979,0.0180429541079266,-2.50744278468734
"JAGN1","JAGN1",0.655464405556234,16.3579331308506,3.11222355200768,0.00352981530446884,0.0181033871356639,-2.5111545434098
"AMOTL2","AMOTL2",0.194197407367559,14.8464047820548,3.11026695056864,0.00354842578833459,0.0181873601723656,-2.51606456145
"NDRG1","NDRG1",0.28939263747667,16.5414929625617,3.10968520088128,0.00355397705513386,0.0182043348967758,-2.51752409099056
"AKAP13","AKAP13",0.275606071099034,15.7140210140681,3.10620714327129,0.00358733767094219,0.0183636447903583,-2.52624671129045
"EIF3H","EIF3H",0.163542251803346,17.3283939949849,3.10520175440463,0.00359703613543937,0.018401703426675,-2.52876705707182
"CYTH2","CYTH2",-0.233581749912823,16.5114574450143,-3.10460597631363,0.00360279499150757,0.0184195726326824,-2.53026034911034
"SNX33","SNX33",-0.251530425737357,15.9216952636395,-3.1028327010002,0.00361998729919677,0.0184958370554183,-2.53470398952475
"PHC1","PHC1",0.313959416715759,15.0876522316774,3.10255017042218,0.00362273365131294,0.018498242369047,-2.53541184329797
"TRIM65","TRIM65",0.331170100632967,15.606581355477,3.10191230616052,0.00362894128785476,0.0185183074255941,-2.53700981264711
"TRAF4","TRAF4",0.962916062647182,13.6835864508688,3.09920577550858,0.00365539303564613,0.018641587193706,-2.54378802594177
"TFRC","TFRC",0.195850547667082,17.9213816092884,3.0962667500491,0.00368432341407243,0.0187623566809128,-2.55114454756897
"H6PD","H6PD",0.293728441120919,15.0773405317876,3.0962590371412,0.00368439962025111,0.0187623566809128,-2.5511638479319
"PHLDB3","PHLDB3",-0.410314831373299,14.5562146222994,-3.09609722503083,0.00368599872301854,0.0187623566809128,-2.5515687512524
"FKBP3","FKBP3",0.353253922801702,16.3803339045738,3.09537973707134,0.00369309718052942,0.0187867252694141,-2.55336397484266
"PFKP","PFKP",-0.246619622153748,16.7977280362388,-3.09459735929425,0.00370085235038158,0.0188144019738911,-2.55532127911451
"BAX","BAX",0.244703661739674,16.2804654261901,3.09381346848827,0.00370863795282255,0.0188421986990591,-2.55728207566693
"ZNF217","ZNF217",-0.256716159743343,15.1266901596224,-3.09070142041962,0.00373969978805308,0.0189774805144318,-2.56506354709186
"COMMD10","COMMD10",-0.412650747808923,14.305002257532,-3.09067804426744,0.00373993403667361,0.0189774805144318,-2.56512198011128
"TSC2","TSC2",-0.195568465597985,15.9520223615486,-3.08845270091051,0.00376229743896046,0.0190790492085524,-2.57068344114242
"PBXIP1","PBXIP1",-0.359646660609567,15.6631917134635,-3.08735870230688,0.00377333775810904,0.0191231063813394,-2.57341663607639
"SPRR2G","SPRR2G",-0.246406747055811,16.0494089453493,-3.08690623537147,0.00377791286651521,0.019134363670967,-2.57454689078643
"SAAL1","SAAL1",-0.367374370137156,16.1796889608934,-3.08636539538783,0.00378338843353568,0.0191501647423484,-2.57589777121304
"MPST","MPST",0.225339603414096,16.2418218901703,3.08466281260008,0.00380067470176816,0.0192256905106866,-2.58014947391748
"UBA1","UBA1",-0.233502515822838,19.4367045133538,-3.08401638513321,0.00380725738088493,0.0192417628247579,-2.58176337353272
"PAGR1","PAGR1",0.554495126020903,15.7050230853198,3.08367392898836,0.00381074903205031,0.0192417628247579,-2.58261828359163
"NIPSNAP1","NIPSNAP1",-0.312235518691711,16.8028420534071,-3.08365391866665,0.00381095314895562,0.0192417628247579,-2.58266823576749
"KIF20B","KIF20B",-0.171228145930137,15.7860512848316,-3.08038219630653,0.00384446586809885,0.0193985212143836,-2.59083291870372
"CAV2","CAV2",0.654929745386417,15.072846020099,3.07996891734917,0.00384871889170397,0.0193985212143836,-2.59186390323935
"ITGB3","ITGB3",-0.221583155648165,17.0333751102179,-3.07992616091936,0.00384915914857925,0.0193985212143836,-2.5919705606941
"ARNTL","ARNTL",-0.350637245149867,14.5284834026542,-3.07616011720515,0.0038881247218479,0.0195827545625165,-2.60136164347006
"SETD5","SETD5",-0.599297772272422,15.1822249867653,-3.07479632465076,0.00390232692416265,0.0196385016751526,-2.60476074059064
"SLC30A7","SLC30A7",0.488954719059318,16.4300807022473,3.07463358372293,0.00390402493628326,0.0196385016751526,-2.60516629392376
"MFSD3","MFSD3",-1.37392510997818,11.6263592635641,-3.07051328141328,0.00394724865124666,0.0198252903698327,-2.61542990736912
"DMWD","DMWD",-0.389968315486058,15.9998917511173,-3.07046377289542,0.0039477707532285,0.0198252903698327,-2.61555318256783
"PNPLA6","PNPLA6",0.171173381878521,16.5017877395515,3.0703970974587,0.00394847399541876,0.0198252903698327,-2.61571920117392
"PFDN2","PFDN2",-0.474358891512999,16.5925656325168,-3.06901127175281,0.00396311744222808,0.0198865319060939,-2.61916935395981
"TMEM209","TMEM209",0.23672808512995,16.7434076444267,3.06857456390531,0.00396774256693908,0.0198946497915948,-2.62025638991733
"XRCC1","XRCC1",0.275393173786039,16.8543216554156,3.06805360930913,0.0039732666046352,0.0198946497915948,-2.62155300900825
"KDSR","KDSR",0.325897403108089,15.6795908061599,3.06794243163832,0.00397444643713537,0.0198946497915948,-2.62182970537131
"NPEPPS","NPEPPS",-0.169576027326496,17.7626820871453,-3.0679350581811,0.00397452469695534,0.0198946497915948,-2.62184805604634
"NUP107","NUP107",-0.270972772555581,16.5901839429468,-3.06398812443642,0.00401662579130492,0.0200930160353955,-2.63166720364843
