"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","group","Pos_neg"
"ENSG00000100234",-5.27178469761488,8.7943522246608,-126.701622380456,4.76536400099066e-30,5.53868116927053e-26,58.5944555390688,"TIMP3","Significant&FoldChange","Differentially_low"
"ENSG00000135919",-3.67165168128188,10.9356073305257,-121.9986908309,9.99761943911649e-30,5.53868116927053e-26,58.3509695312302,"SERPINE2","Significant&FoldChange","Differentially_low"
"ENSG00000019582",-4.04479973989437,9.26908654403773,-122.490121203433,9.24052034779251e-30,5.53868116927053e-26,58.2133566047842,"CD74","Significant&FoldChange","Differentially_low"
"ENSG00000041982",-4.24613695933077,8.97630354089335,-102.917632932148,2.79566501834003e-28,1.16159881512028e-24,54.963838191802,"TNC","Significant&FoldChange","Differentially_low"
"ENSG00000167767",3.15145512324582,8.66144646622774,87.4510879212809,6.77247746130463e-27,2.25117150813766e-23,51.890199206294,"KRT80","Significant&FoldChange","Differentially_high"
"ENSG00000100994",-2.76317519479313,8.97225666313721,-81.6993694622358,2.5629605363423e-26,7.09940068566817e-23,50.5979215933611,"PYGB","Significant&FoldChange","Differentially_low"
"ENSG00000205426",5.36741691401475,6.55526328420005,80.3801001271647,3.52385672464716e-26,8.3666426805194e-23,49.5754200448357,"KRT81","Significant&FoldChange","Differentially_high"
"ENSG00000187678",-3.01871743499672,7.08656095689383,-67.7290859525689,1.00165070975787e-24,2.08092934952197e-21,46.9081039455552,"SPRY4","Significant&FoldChange","Differentially_low"
"ENSG00000113739",3.84594736488654,6.48542652648217,65.7304371311125,1.79801760851433e-24,2.98830526535081e-21,46.2203951206109,"STC2","Significant&FoldChange","Differentially_high"
"ENSG00000123496",-2.42441954598133,7.98796948333814,-64.7699193971641,2.39683093569309e-24,3.62139365011084e-21,46.0691935008508,"IL13RA2","Significant",NA
"ENSG00000128567",2.85537926758452,7.0393860710459,63.8923040579766,3.12838646712548e-24,3.99952177566349e-21,45.7885587916169,"PODXL","Significant&FoldChange","Differentially_high"
"ENSG00000214049",6.22177795804616,6.10331479188174,66.1595979688914,1.58342372260701e-24,2.92405580774762e-21,45.6221642104401,"UCA1","Significant&FoldChange","Differentially_high"
"ENSG00000231389",-3.44918526527277,6.55999750304128,-63.1851463453035,3.88763812509885e-24,4.61518183136735e-21,45.5198999631035,"HLA-DPA1","Significant&FoldChange","Differentially_low"
"ENSG00000135048",-2.67025108318388,8.31768562952695,-62.291971755388,5.13311008556167e-24,5.33086407772361e-21,45.299283497502,"CEMIP2","Significant&FoldChange","Differentially_low"
"ENSG00000137962",3.51124116713979,6.84616127133227,62.260867789312,5.18339710275104e-24,5.33086407772361e-21,45.26590503716,"ARHGAP29","Significant&FoldChange","Differentially_high"
"ENSG00000065361",-5.5427128493555,5.66788209598497,-64.1697434210414,2.87461937552555e-24,3.98134783510289e-21,45.0264778243449,"ERBB3","Significant&FoldChange","Differentially_low"
"ENSG00000109099",-2.58630337306364,7.23578235742204,-61.2924532228566,7.03873726222024e-24,6.49910073878335e-21,44.9922209111066,"PMP22","Significant&FoldChange","Differentially_low"
"ENSG00000136111",-2.98910715991196,6.85273265574173,-61.0803508395121,7.53139880414384e-24,6.58799200657214e-21,44.9114940688125,"TBC1D4","Significant&FoldChange","Differentially_low"
"ENSG00000106366",5.96820236471743,5.40356637895742,62.0994867963274,5.45274905663666e-24,5.33086407772361e-21,44.0023596176421,"SERPINE1","Significant&FoldChange","Differentially_high"
"ENSG00000125730",3.99745982205233,6.05430506319713,57.9840297834234,2.07814510716982e-23,1.72693858405812e-20,43.7739010367488,"C3","Significant&FoldChange","Differentially_high"
"ENSG00000166396",3.8128750601723,5.96575392551571,57.8272806883199,2.1908165585668e-23,1.73387481920858e-20,43.720895373986,"SERPINB7","Significant&FoldChange","Differentially_high"
"ENSG00000125827",-2.56010371873793,7.03745507102691,-57.0581604626185,2.84456208605082e-23,2.14893735773476e-20,43.5973067701339,"TMX4","Significant&FoldChange","Differentially_low"
"ENSG00000131711",2.65780791774098,7.00011432305118,56.1231588870261,3.92588494856363e-23,2.83687860196207e-20,43.2752531474851,"MAP1B","Significant&FoldChange","Differentially_high"
"ENSG00000151388",2.99839145034588,6.14220382136015,55.7143826355745,4.52726383417125e-23,3.13513020516359e-20,43.0986119102882,"ADAMTS12","Significant&FoldChange","Differentially_high"
"ENSG00000170421",2.94524721682549,6.49520611178418,54.8206266702534,6.20510369695888e-23,4.12515293773826e-20,42.8113944127818,"KRT8","Significant&FoldChange","Differentially_high"
"ENSG00000163235",-2.30632591428933,7.65597327461043,-54.3301569784933,7.39304465874266e-23,4.7258616241655e-20,42.6199739671155,"TGFA","Significant",NA
"ENSG00000198825",-2.60438574017568,6.39465237689612,-54.0568991985951,8.15645906646608e-23,5.02075369202468e-20,42.5409292156283,"INPP5F","Significant&FoldChange","Differentially_low"
"ENSG00000164442",2.98003748851995,6.07910788375178,53.8376046493133,8.8288913301527e-23,5.19249082645576e-20,42.4390790693158,"CITED2","Significant&FoldChange","Differentially_high"
"ENSG00000103888",-2.95755633029214,6.91510052486029,-53.7661732816241,9.06030288611413e-23,5.19249082645576e-20,42.4390541038389,"CEMIP","Significant&FoldChange","Differentially_low"
"ENSG00000146648",2.61029834371397,6.54680356917348,52.6575733947845,1.35970937861981e-22,7.22350857578262e-20,42.0338757375112,"EGFR","Significant&FoldChange","Differentially_high"
"ENSG00000156453",-4.00505881088315,5.26883192824926,-53.4531954995723,1.01519670368006e-22,5.62418973838755e-20,42.0333679340833,"PCDH1","Significant&FoldChange","Differentially_low"
"ENSG00000152952",2.21230399364492,7.39955993933149,52.5134738788416,1.43427065584132e-22,7.22350857578262e-20,41.957879191354,"PLOD2","Significant",NA
"ENSG00000168453",-2.77580088121794,6.33142147920178,-52.238680572276,1.58861519981689e-22,7.54365274884479e-20,41.8757543231588,"HR","Significant&FoldChange","Differentially_low"
"ENSG00000153283",-4.57580436867156,5.2532416314591,-52.5910159852977,1.39362881663159e-22,7.22350857578262e-20,41.6159583325025,"CD96","Significant&FoldChange","Differentially_low"
"ENSG00000130702",2.11124722949673,8.06379773930907,51.5716252868998,2.0404883261799e-22,9.42025443919722e-20,41.567752615808,"LAMA5","Significant",NA
"ENSG00000168672",-2.25907549648889,7.31457537140141,-50.1420738498216,3.52749076288864e-22,1.51792433056846e-19,41.0490696326812,"FAM84B","Significant",NA
"ENSG00000075426",2.17658022271136,7.04229040987573,49.8808798955886,3.90501469741066e-22,1.582959616365e-19,40.9577427226962,"FOSL2","Significant",NA
"ENSG00000198796",3.77657838300786,5.50174674449128,50.1170666967445,3.56191629916787e-22,1.51792433056846e-19,40.9517196582481,"ALPK2","Significant&FoldChange","Differentially_high"
"ENSG00000115318",-2.07173794026464,7.43856126165479,-49.9055349029959,3.86762924613774e-22,1.582959616365e-19,40.9473614376845,"LOXL3","Significant",NA
"ENSG00000087460",-1.37631606256022,10.4615162026027,-50.2990164752744,3.31926881310293e-22,1.49097966685867e-19,40.9181375613244,"GNAS","Significant",NA
"ENSG00000130635",2.26668955679277,7.22577220326388,48.9870803932285,5.55224209339348e-22,2.19710151409999e-19,40.5932446708726,"COL5A1","Significant",NA
"ENSG00000125870",-1.93290676731151,7.87755486734964,-48.8242996361934,5.92379940074514e-22,2.28961734977638e-19,40.4872216659289,"SNRPB2","Significant",NA
"ENSG00000092758",-7.41454895657753,5.21659249403318,-52.4214379571773,1.48413081831549e-22,7.25478064717748e-20,40.2285989617733,"COL9A3","Significant&FoldChange","Differentially_low"
"ENSG00000136068",1.97544567575586,8.91219266908533,48.1983460953829,7.61456843468081e-22,2.81231394187545e-19,40.1672323651806,"FLNB","Significant",NA
"ENSG00000104332",-2.0703697475964,7.39792549305141,-47.868435188679,8.7032197741917e-22,3.07760665206523e-19,40.1236162146742,"SFRP1","Significant",NA
"ENSG00000035403",1.75428365535708,8.23318782331901,47.9081576932351,8.56389941617156e-22,3.07760665206523e-19,40.0873508591951,"VCL","Significant",NA
"ENSG00000177106",2.86975040229047,5.97408673744641,47.4532738120655,1.03103343955327e-21,3.49709709497455e-19,40.0073347814217,"EPS8L2","Significant&FoldChange","Differentially_high"
"ENSG00000105767",-3.62200889059562,5.59893436213293,-46.9446025127647,1.27148000078735e-21,4.06384569482418e-19,39.7540143556124,"CADM4","Significant&FoldChange","Differentially_low"
"ENSG00000279010",-4.43082636582122,5.17496090495002,-47.3685020383244,1.06752362719548e-21,3.54844853679777e-19,39.730388839619,NA,"Significant&FoldChange","Differentially_low"
"ENSG00000139211",2.3113171342595,7.98323321969794,46.6170370596375,1.45696347983213e-21,4.56881755373775e-19,39.5645768309536,"AMIGO2","Significant",NA
"ENSG00000168528",1.81426508178496,7.52272547641084,46.2103411038064,1.72760771743741e-21,5.22051641160176e-19,39.4132067975022,"SERINC2","Significant",NA
"ENSG00000106537",-3.13424646337095,5.6465968469041,-45.9526220907492,1.92605162647463e-21,5.61596105824708e-19,39.3704479507924,"TSPAN13","Significant&FoldChange","Differentially_low"
"ENSG00000198959",2.2863628590883,9.55448000364418,46.411333929428,1.58779987560665e-21,4.88689517270048e-19,39.3688859572379,"TGM2","Significant",NA
"ENSG00000179583",-5.05867431303793,4.68640736187189,-47.5807222752213,9.78619101457391e-22,3.38846863879622e-19,39.364164091841,"CIITA","Significant&FoldChange","Differentially_low"
"ENSG00000123358",-3.04547757588203,5.72216934073277,-45.7071768926824,2.13739242878766e-21,5.7608027572739e-19,39.2737113522167,"NR4A1","Significant&FoldChange","Differentially_low"
"ENSG00000146950",-2.44612505963497,6.32159792303074,-45.6944048652383,2.14903592629953e-21,5.7608027572739e-19,39.2664278847079,"SHROOM2","Significant",NA
"ENSG00000185215",2.29056702501282,6.37445093351607,45.6962255768838,2.14737202759638e-21,5.7608027572739e-19,39.2637391625469,"TNFAIP2","Significant",NA
"ENSG00000073849",-3.78992981162498,4.8904857773515,-45.9719635767441,1.91035857828305e-21,5.61596105824708e-19,39.1851504966171,"ST6GAL1","Significant&FoldChange","Differentially_low"
"ENSG00000134532",-5.51409076334555,4.79029877979177,-47.3095291735725,1.09370713690825e-21,3.56419855204219e-19,39.1759515128643,"SOX5","Significant&FoldChange","Differentially_low"
"ENSG00000057019",1.47321632272578,9.43050833757703,45.8565668169947,2.00601914218639e-21,5.74828243847205e-19,39.1295292135213,"DCBLD2","Significant",NA
"ENSG00000120708",1.48707321362374,9.15570835967744,45.7780900120358,2.07393945541906e-21,5.7608027572739e-19,39.1141414861849,"TGFBI","Significant",NA
"ENSG00000173482",3.36109887375857,5.18415304508304,45.4251430415903,2.41066272699784e-21,6.25607262985394e-19,39.0831837761484,"PTPRM","Significant&FoldChange","Differentially_high"
"ENSG00000110080",-1.90039259137063,7.23149524585574,-45.1482394263529,2.7148700590444e-21,6.73449856437582e-19,38.9705340946221,"ST3GAL4","Significant",NA
"ENSG00000159167",4.71356409143944,5.10838565277172,45.613896500353,2.22398123481869e-21,5.86707430518835e-19,38.9609807432716,"STC1","Significant&FoldChange","Differentially_high"
"ENSG00000204287",-7.23974904021471,5.04563405108359,-48.6024556201774,6.47274794763254e-22,2.44493342931029e-19,38.959577871999,"HLA-DRA","Significant&FoldChange","Differentially_low"
"ENSG00000162512",-4.63893870243371,5.05014353336341,-45.390460114699,2.44671913923289e-21,6.25607262985394e-19,38.8688729748702,"SDC3","Significant&FoldChange","Differentially_low"
"ENSG00000133816",4.13910856008095,4.92348733615404,45.2848380500819,2.56005584702131e-21,6.44668608749911e-19,38.861118318805,"MICAL2","Significant&FoldChange","Differentially_high"
"ENSG00000112769",-1.88319369547743,7.7738029835269,-44.4145805849467,3.73262442126496e-21,8.86231684020338e-19,38.6075844964456,"LAMA4","Significant",NA
"ENSG00000065534",3.5513948623184,5.0528460950984,44.3576730273754,3.82677190851164e-21,8.95788015767091e-19,38.5951899493607,"MYLK","Significant&FoldChange","Differentially_high"
"ENSG00000038427",5.0532100745483,4.68037166370177,44.8734627885406,3.05684443791654e-21,7.47128743502541e-19,38.3472978675059,"VCAN","Significant&FoldChange","Differentially_high"
"ENSG00000122729",2.18559474857395,6.41348944666424,43.3404594566694,6.00536132418799e-21,1.34877169200006e-18,38.2193565466644,"ACO1","Significant",NA
"ENSG00000169213",4.66105934198957,4.74642598465506,43.9484177324186,4.58180486425405e-21,1.05763328949864e-18,38.134297773735,"RAB3B","Significant&FoldChange","Differentially_high"
"ENSG00000166922",5.0379460571964,4.48944286335645,44.5086007807065,3.58237097543106e-21,8.62884139299481e-19,38.0705525468288,"SCG5","Significant&FoldChange","Differentially_high"
"ENSG00000184254",-1.54387095918995,8.43849184429588,-43.0324502637334,6.89743292597381e-21,1.5284711363958e-18,37.9254000803885,"ALDH1A3","Significant",NA
"ENSG00000130147",2.00038566228121,6.89531515760828,42.7401839741021,7.87323004019698e-21,1.72175109563255e-18,37.9082581106514,"SH3BP4","Significant",NA
"ENSG00000136158",-2.68410819709891,6.56206775163135,-42.4743976156402,8.88683580934732e-21,1.91817157339419e-18,37.8210106815017,"SPRY2","Significant&FoldChange","Differentially_low"
"ENSG00000115902",-2.73439064969017,5.44734776376944,-42.3489295121552,9.41211206855369e-21,1.98011775416914e-18,37.7977450516804,"SLC1A4","Significant&FoldChange","Differentially_low"
"ENSG00000113070",2.916268578225,5.04976207033241,42.3982699113824,9.20175836121548e-21,1.96068235850515e-18,37.7876593211213,"HBEGF","Significant&FoldChange","Differentially_high"
"ENSG00000198743",-2.11934244558829,6.85760825179313,-42.3067421627593,9.59597578864426e-21,1.99356397009084e-18,37.7103915028985,"SLC5A3","Significant",NA
"ENSG00000147041",-5.72280696592006,4.55858044109359,-43.7151339307321,5.0808306350113e-21,1.15675897471079e-18,37.5592751152392,"SYTL5","Significant&FoldChange","Differentially_low"
"ENSG00000115457",-3.43801676084677,5.91046425275566,-41.7169423597345,1.26014603178742e-20,2.52332856003698e-18,37.5085838403328,"IGFBP2","Significant&FoldChange","Differentially_low"
"ENSG00000074416",2.07578224931444,6.46031410541745,41.8076450660592,1.20813926458853e-20,2.44869202164163e-18,37.504028420898,"MGLL","Significant",NA
"ENSG00000101096",-4.03747438050106,5.64807253089677,-41.6520296976022,1.29880583503628e-20,2.56978011646463e-18,37.4631925791826,"NFATC2","Significant&FoldChange","Differentially_low"
"ENSG00000163430",3.28780512553648,5.79006946147375,41.5356876845879,1.37124542699101e-20,2.68118811724595e-18,37.4243580560123,"FSTL1","Significant&FoldChange","Differentially_high"
"ENSG00000245532",1.51430722253804,8.76270884054799,41.8630561509133,1.17748156293271e-20,2.4160177254249e-18,37.3492321252753,"NEAT1","Significant",NA
"ENSG00000170017",2.62910042548137,6.49025782001242,41.3026525186559,1.5294073999164e-20,2.92169551570237e-18,37.2736861388356,"ALCAM","Significant&FoldChange","Differentially_high"
"ENSG00000187098",3.09938449003053,5.19487811122104,41.1005854242395,1.68206759824783e-20,3.14111949245831e-18,37.2027971441536,"MITF","Significant&FoldChange","Differentially_high"
"ENSG00000118985",2.21166340506015,5.79510466284741,41.0376791783761,1.73279654215312e-20,3.19989761450942e-18,37.1800382365005,"ELL2","Significant",NA
"ENSG00000022267",3.6650823886569,4.64920696370586,40.7545908736277,1.98179477476943e-20,3.61949770952395e-18,36.9090319591368,"FHL1","Significant&FoldChange","Differentially_high"
"ENSG00000175130",-1.69634443969793,7.25768631931161,-40.6806463801119,2.05284025376611e-20,3.70850054539052e-18,36.8931037792012,"MARCKSL1","Significant",NA
"ENSG00000104368",-1.69708669698816,7.73651034981431,-40.4962109129451,2.24195577018214e-20,4.00659192477711e-18,36.7643315701627,"PLAT","Significant",NA
"ENSG00000008394",2.02697881428191,6.80239754414377,40.1360567335045,2.6659726259791e-20,4.71366649401837e-18,36.6686603228577,"MGST1","Significant",NA
"ENSG00000104765",2.34739410638673,6.24390271536535,39.8856091107162,3.00994641437178e-20,5.1572483924597e-18,36.5964322698343,"BNIP3L","Significant",NA
"ENSG00000116260",1.53326781708626,8.06864337313474,40.0267884284925,2.8106709069005e-20,4.91719478659856e-18,36.503777670926,"QSOX1","Significant",NA
"ENSG00000134363",-2.32596402179353,7.5588566483171,-39.890903891494,3.00221100669657e-20,5.1572483924597e-18,36.4884913737918,"FST","Significant",NA
"ENSG00000080823",-2.3217786652929,5.74768681711624,-39.5042149420725,3.62611714143072e-20,6.14959866230393e-18,36.4381085727803,"MOK","Significant",NA
"ENSG00000125398",6.33337805335588,4.37070679269973,41.4078480747311,1.45576136557009e-20,2.81334347625289e-18,36.1448455121787,"SOX9","Significant&FoldChange","Differentially_high"
"ENSG00000142156",-1.74992316830703,7.09083245245189,-39.0016461956263,4.64723603406949e-20,7.49874396953737e-18,36.0682557900628,"COL6A1","Significant",NA
"ENSG00000128510",2.28043909456988,7.47130879422713,39.0192241603294,4.60683998357093e-20,7.49874396953737e-18,36.0549651779011,"CPA4","Significant",NA
"ENSG00000154646",4.00781932184772,4.2105780011384,39.102869303793,4.4196054656894e-20,7.41958008482403e-18,35.9363222709441,"TMPRSS15","Significant&FoldChange","Differentially_high"
"ENSG00000167601",1.3247018552345,9.11970626583108,39.041363461577,4.55648563181121e-20,7.49790011888141e-18,35.9192078068157,"AXL","Significant",NA
"ENSG00000130508",-2.90518602144607,5.7461914380488,-38.2715487526097,6.70145303295557e-20,1.04091728418431e-17,35.8287403581958,"PXDN","Significant&FoldChange","Differentially_low"
"ENSG00000163399",-1.19139706572689,9.48355495072631,-38.809536335413,5.11378252575938e-20,8.17221784405008e-18,35.7700639202593,"ATP1A1","Significant",NA
"ENSG00000101210",1.85874914521379,6.7917322608933,38.3500516858044,6.44071668660546e-20,1.0098557672772e-17,35.7620767508779,"EEF1A2","Significant",NA
"ENSG00000119900",2.80020077284692,5.59820058210087,38.1244740236121,7.22023263533345e-20,1.08108348107425e-17,35.7588571205555,"OGFRL1","Significant&FoldChange","Differentially_high"
"ENSG00000092929",5.1925190373082,4.44052410227609,39.0818837234437,4.465816525295e-20,7.42218706504029e-18,35.750000554448,"UNC13D","Significant&FoldChange","Differentially_high"
"ENSG00000082497",-2.0445329422058,6.69778011830144,-38.1881163708943,6.99075051869208e-20,1.07579882982095e-17,35.6897459351992,"SERTAD4","Significant",NA
"ENSG00000186472",1.94940242064072,6.2065767052933,38.0400143081525,7.53706408742259e-20,1.11844647440146e-17,35.654737396499,"PCLO","Significant",NA
"ENSG00000130294",-2.8891283766471,4.89445874082649,-37.9186632309505,8.01808420994976e-20,1.17929698733951e-17,35.6486944887399,"KIF1A","Significant&FoldChange","Differentially_low"
"ENSG00000173917",-1.54732478773196,7.06856679755817,-38.1302819399541,7.19896602537647e-20,1.08108348107425e-17,35.6167197882527,"HOXB2","Significant",NA
"ENSG00000144583",2.88356995943733,5.14351510537937,37.6613416692901,9.14792449985895e-20,1.32207395815353e-17,35.5277847922456,"Mar-04","Significant&FoldChange","Differentially_high"
"ENSG00000135540",-2.43508607249672,5.36191503846203,-37.6401092943255,9.24833615379497e-20,1.32506333513856e-17,35.5131426785913,"NHSL1","Significant",NA
"ENSG00000160789",-1.1796149070386,10.5263769247176,-38.4471833977901,6.1327764769046e-20,9.70730905201471e-18,35.498243637595,"LMNA","Significant",NA
"ENSG00000166825",1.35644298319674,8.74976302576224,38.1631983720335,7.0796739149447e-20,1.07948789418698e-17,35.4922808572624,"ANPEP","Significant",NA
"ENSG00000105976",1.54335626839839,7.71337019628867,37.7150664516859,8.89893092303469e-20,1.29737045562137e-17,35.3426621263756,"MET","Significant",NA
"ENSG00000163395",7.79776634732847,4.51154921502294,41.2177023805281,1.59173332723939e-20,3.0062054430362e-18,35.2553300253037,"IGFN1","Significant&FoldChange","Differentially_high"
"ENSG00000127418",-1.82166970456601,6.50213492742007,-37.3016963920691,1.10149458912739e-19,1.5514271246862e-17,35.236305644512,"FGFRL1","Significant",NA
"ENSG00000076513",1.97563201578147,6.57407772573366,37.2774245626356,1.11545793839402e-19,1.55789167530324e-17,35.2211788206175,"ANKRD13A","Significant",NA
"ENSG00000167460",1.34060518020194,8.91208429781941,37.4582717124064,1.0157190965135e-19,1.44284199863712e-17,35.1046829278953,"TPM4","Significant",NA
"ENSG00000091409",-1.40986887619182,8.21213480280989,-37.0348742579041,1.26565367143026e-19,1.75293033493091e-17,34.9349135917412,"ITGA6","Significant",NA
"ENSG00000179104",-2.57010381844029,4.8573163826374,-36.0494753471783,2.13232573306351e-19,2.81263918123139e-17,34.6827081637462,"TMTC2","Significant&FoldChange","Differentially_low"
"ENSG00000151458",-2.05225351985299,6.23801179775399,-36.1245415745733,2.04826243434417e-19,2.74277042076405e-17,34.6316617415489,"ANKRD50","Significant",NA
"ENSG00000111674",2.00812729444076,6.49743340659846,36.1112823969748,2.06285380623048e-19,2.74277042076405e-17,34.5987713217713,"ENO2","Significant",NA
"ENSG00000182492",-2.6989849039082,5.46497012980138,-35.8334090076117,2.39513642436318e-19,2.99302010322677e-17,34.5540634681251,"BGN","Significant&FoldChange","Differentially_low"
"ENSG00000129116",1.9761483015502,5.99910654167383,35.9400400504785,2.26142723322245e-19,2.9381277532263e-17,34.5520279610391,"PALLD","Significant",NA
"ENSG00000134243",1.88049279292556,6.03253416598115,35.9276775955525,2.27651899282109e-19,2.9381277532263e-17,34.5394613796651,"SORT1","Significant",NA
"ENSG00000188157",1.23747297984066,8.72956173100636,36.3520980488482,1.81404408838083e-19,2.49168700404045e-17,34.517299492905,"AGRN","Significant",NA
"ENSG00000075340",1.97867098225728,6.13408133629951,35.8666116358033,2.35263401237407e-19,2.96218009739827e-17,34.4988454321297,"ADD2","Significant",NA
"ENSG00000126562",-2.07747715404428,6.68679522938088,-35.9074662005272,2.3014207946166e-19,2.94227796973292e-17,34.4683470101193,"WNK4","Significant",NA
"ENSG00000142798",-2.13050615910944,6.72238200554436,-35.8721445151345,2.34562876762602e-19,2.96218009739827e-17,34.4466069563458,"HSPG2","Significant",NA
"ENSG00000152894",1.84098582295066,5.93329609897153,35.7028764516474,2.57020813300614e-19,3.14425092900911e-17,34.4239032193621,"PTPRK","Significant",NA
"ENSG00000176887",-2.24508408519864,5.59680336573993,-35.5739402726899,2.75637699002488e-19,3.29575435785709e-17,34.3921622853521,"SOX11","Significant",NA
"ENSG00000116132",-3.88404710840792,4.42205757233986,-35.7009337938879,2.57291291423128e-19,3.14425092900911e-17,34.3806108377775,"PRRX1","Significant&FoldChange","Differentially_low"
"ENSG00000167996",1.71805753922679,9.79558616630477,36.2403829524979,1.92529974134603e-19,2.62282636894845e-17,34.3712759404434,"FTH1","Significant",NA
"ENSG00000005884",1.1370528426107,9.68325168415251,36.1964608941702,1.9709835237381e-19,2.66323139549002e-17,34.352355662076,"ITGA3","Significant",NA
"ENSG00000120885",3.14917660617525,4.4842066172024,35.4220795009807,2.99396062166852e-19,3.52905145617949e-17,34.3034507038674,"CLU","Significant&FoldChange","Differentially_high"
"ENSG00000150630",3.12784220478021,4.56551476889556,35.3999337576094,3.03036488099362e-19,3.54680734662775e-17,34.3028867552583,"VEGFC","Significant&FoldChange","Differentially_high"
"ENSG00000184486",-4.32717925460971,4.07536499947612,-35.9244339267067,2.28049627055471e-19,2.9381277532263e-17,34.2976301681926,"POU3F2","Significant&FoldChange","Differentially_low"
"ENSG00000169604",1.55975418658028,6.89174975522469,35.593904415233,2.7266485763683e-19,3.28383328545226e-17,34.262708653616,"ANTXR1","Significant",NA
"ENSG00000204257",-3.03128673743918,4.58060290756475,-35.1965653931723,3.38723656395865e-19,3.88247390986157e-17,34.2006575693035,"HLA-DMA","Significant&FoldChange","Differentially_low"
"ENSG00000110880",1.41813119558925,8.13628432214578,35.6691796466739,2.61755085508456e-19,3.17545220521937e-17,34.1892190218491,"CORO1C","Significant",NA
"ENSG00000018408",-1.29166854969618,8.5311214620416,-35.7218206898263,2.54398790228165e-19,3.14425092900911e-17,34.1834288490177,"WWTR1","Significant",NA
"ENSG00000259207",-3.13258988939558,4.39300393658539,-35.1184576082832,3.53579971049783e-19,4.02499939647082e-17,34.1314248883484,"ITGB3","Significant&FoldChange","Differentially_low"
"ENSG00000096696",2.24582376049999,5.35412301301813,35.0351212415374,3.70187802302944e-19,4.18538862195574e-17,34.1118323266774,"DSP","Significant",NA
"ENSG00000074590",2.56202821630363,5.08369344268089,34.9923397546334,3.79029934775443e-19,4.25640372700531e-17,34.1064537009079,"NUAK1","Significant&FoldChange","Differentially_high"
"ENSG00000107957",-1.54506653696438,8.02850928145264,-35.3731141376996,3.07507565676391e-19,3.57396905002911e-17,34.0327045576083,"SH3PXD2A","Significant",NA
"ENSG00000109107",3.06819047612057,5.72561430429856,34.8810818655809,4.03079232787346e-19,4.4661178992838e-17,34.0205709023037,"ALDOC","Significant&FoldChange","Differentially_high"
"ENSG00000105974",1.38718637603171,8.8574355421227,35.4445181472839,2.95754301221123e-19,3.51102606163933e-17,34.0005165045795,"CAV1","Significant",NA
"ENSG00000106511",-4.72839250231852,4.24822518774669,-35.3314990819058,3.1458284215974e-19,3.63081030326033e-17,33.994997051141,"MEOX2","Significant&FoldChange","Differentially_low"
"ENSG00000099812",3.70070939734906,4.77789529727923,34.7981470508844,4.22046002511562e-19,4.61473984325142e-17,33.9752046493521,"MISP","Significant&FoldChange","Differentially_high"
"ENSG00000143061",-1.8228671703681,5.97648133134446,-34.8436828049295,4.11518921536473e-19,4.52943342777231e-17,33.9370205392607,"IGSF3","Significant",NA
"ENSG00000105855",-4.7822447048104,4.35827657518203,-34.9418973085081,3.89741168864981e-19,4.3473142459973e-17,33.8336787914021,"ITGB8","Significant&FoldChange","Differentially_low"
"ENSG00000105971",2.06438019751372,5.636393652846,34.2608942365721,5.69967444145668e-19,6.11152188496839e-17,33.6456152367877,"CAV2","Significant",NA
"ENSG00000143816",3.16407006305302,4.41225765828506,34.1481269512918,6.07422772411534e-19,6.47138876761519e-17,33.6026280338519,"WNT9A","Significant&FoldChange","Differentially_high"
"ENSG00000196754",-2.06176610613991,5.53348105080659,-34.0649514703886,6.36700783397833e-19,6.69744748105821e-17,33.5414389223203,"S100A2","Significant",NA
"ENSG00000145681",-1.58318054496547,7.33408999106411,-34.3224701413795,5.50546506408168e-19,5.94161229643101e-17,33.494139331439,"HAPLN1","Significant",NA
"ENSG00000103145",1.61650903844894,6.17960114490897,34.1081580526438,6.2131135961683e-19,6.57719413810937e-17,33.4892511138107,"HCFC1R1","Significant",NA
"ENSG00000196878",2.78531681677118,6.27583480098559,34.0303707422623,6.49306074624494e-19,6.78708613852773e-17,33.4714102112529,"LAMB3","Significant&FoldChange","Differentially_high"
"ENSG00000196154",-3.18274514202638,4.60899005421691,-33.7596599533297,7.57515920684156e-19,7.67677719620163e-17,33.4057146004767,"S100A4","Significant&FoldChange","Differentially_low"
"ENSG00000136379",-1.98243656629907,5.41797674275026,-33.7844770378721,7.46849883951255e-19,7.61511967562568e-17,33.3873184457328,"ABHD17C","Significant",NA
"ENSG00000103257",-1.01092855898529,10.5145291356023,-34.5201820835525,4.9275087211449e-19,5.35262712061622e-17,33.3284820416623,"SLC7A5","Significant",NA
"ENSG00000109790",1.68345347193726,6.26349089261354,33.7931121893736,7.43175700649585e-19,7.61511967562568e-17,33.2980356630533,"KLHL5","Significant",NA
"ENSG00000142871",1.34626471669246,8.00963985788169,33.9919851362993,6.63605777260096e-19,6.89320501128924e-17,33.2352205190005,"CYR61","Significant",NA
"ENSG00000139318",-1.36304033593425,7.36804840859308,-33.8624514865822,7.14351783770707e-19,7.37424015296221e-17,33.2180849870844,"DUSP6","Significant",NA
"ENSG00000182957",-2.36048246382847,5.14855899622242,-33.4024861190701,9.30066949786531e-19,9.25611539248631e-17,33.1953146130587,"SPATA13","Significant",NA
