"","Untreated__WT","Untreated__ARID1A_KO","Untreated__MED12_KO","Vermurafenib_1uM__WT","Vermurafenib_1uM__ARID1A_KO","Vermurafenib_1uM__MED12_KO","Trametinib_10nM__WT","Trametinib_10nM__ARID1A_KO","Trametinib_10nM__MED12_KO","vemurafenib_and_trametinib__WT","vemurafenib_and_trametinib__ARID1A_KO","vemurafenib_and_trametinib__MED12_KO","Untreated__WT.1","Untreated__ARID1A_KO.1","Untreated__MED12_KO.1","Vermurafenib_1uM__WT.1","Vermurafenib_1uM__ARID1A_KO.1","Vermurafenib_1uM__MED12_KO.1","Trametinib_10nM__WT.1","Trametinib_10nM__ARID1A_KO.1","Trametinib_10nM__MED12_KO.1","vemurafenib_and_trametinib__WT.1","vemurafenib_and_trametinib__ARID1A_KO.1","vemurafenib_and_trametinib__MED12_KO.1","Untreated__WT.2","Untreated__ARID1A_KO.2","Untreated__MED12_KO.2","Vermurafenib_1uM__WT.2","Vermurafenib_1uM__ARID1A_KO.2","Vermurafenib_1uM__MED12_KO.2","Trametinib_10nM__WT.2","Trametinib_10nM__ARID1A_KO.2","Trametinib_10nM__MED12_KO.2","vemurafenib_and_trametinib__WT.2","vemurafenib_and_trametinib__ARID1A_KO.2","vemurafenib_and_trametinib__MED12_KO.2"
"MAX",4.44101392404336,4.11355523384318,4.54258438644847,3.15957550212166,3.81451943516981,3.13601773344667,3.20069280373315,2.92047045485405,3.14372858379893,3.09855481840641,2.941300124114,3.12105565523923,4.34567452051205,4.09260719708008,4.57752976463104,3.18388143960729,2.92642559054034,3.1205872615717,3.19990973656434,2.92506498331795,3.24398129314429,3.13218777841117,2.87062847414168,3.08605395018435,4.56214354396498,4.18534651060348,4.64342543766716,3.30534847668266,2.9152885668353,3.1650425756782,3.17882204617448,2.90559937187521,3.21798519333026,3.17027555545494,2.89053273265201,3.03159510920811
"MAZ",5.13944242333824,5.63497391405268,5.42011682206782,5.26886540529929,5.6501848016797,5.39820298157318,5.41619214043318,5.8410815780535,5.38375209654869,5.30059669213142,6.05447981399333,5.41964317258201,4.99808381651368,5.53442352833173,5.47616577899339,5.2823526739605,5.876653267575,5.35118032253681,5.15784814753808,5.83148062479864,5.46615450661698,5.27526850461212,5.79483755347375,5.54257216292978,5.27626636675371,5.72372235228346,5.61980288736122,5.41521075082239,5.82179827751578,5.29536319064879,5.20807146656263,5.8090017260876,5.48360136704858,5.20821887060422,5.8850591118886,5.33878520321638
"MBD1",-3.14859398264278,-3.32165871785013,-3.23954840973085,-3.46122564210357,-3.49633212737451,-3.54252576634803,-3.63315723166145,-3.82881755260055,-3.56278304009346,-3.63491353791993,-3.85453339626325,-3.53149023937063,-3.32362018303854,-3.39850810030564,-3.36504949368639,-3.5328907442963,-3.68141347099976,-3.58493001604524,-3.41866007167088,-3.74851368611804,-3.60672830770212,-3.64527453017966,-3.71751644111939,-3.58341819291137,-3.34679507105253,-3.44598140064852,-3.30362232113235,-3.79590140039744,-3.55727557401528,-3.5925022587365,-3.52623938216012,-3.70838552604364,-3.60834033925711,-3.51779085817386,-3.74897816667225,-3.54320894809087
"MECOM",-3.12417108906713,-3.39567178850321,-2.70088704406684,-3.63173977312674,-3.5930017190694,-3.39422511606867,-4.07286735680555,-4.18258216846538,-3.51446574558791,-4.03336175609272,-4.33665197687331,-3.59458841954169,-3.27842607984036,-3.52724136461141,-3.0142404729128,-3.91483358586646,-4.29422119481427,-3.5986230771899,-3.53051936375461,-4.04035619732712,-3.56986046416983,-3.9278906187377,-4.09863567036585,-3.66903769741239,-3.01905372360161,-3.34923357695811,-2.6346807551549,-3.83461733710177,-3.80643841639373,-3.39632850597763,-3.51404603893565,-4.09184168023899,-3.65524631848837,-3.72516004460021,-4.25238726270833,-3.6016383239504
"MEF2A",3.07528123759868,2.73953801742892,3.19249209540088,2.78322435888011,2.61841848092138,2.91313988892422,2.55941575523492,2.28239000973348,2.91548312973571,2.51402295147542,1.9767357804473,2.7455654027932,2.6738847402081,2.65954031108113,3.00852498303939,2.59847806061485,2.16775104218805,2.7997836551124,3.03881477952335,2.29365500821342,2.83902811289433,2.57768223210061,2.11285462440235,2.74702329782541,3.08732795757098,2.81594305608547,3.29837542314625,2.71642053240484,2.31389624253559,2.94928697522539,3.09903585291389,2.41797768330106,2.89034844864769,2.75016689874812,2.14116450126305,2.67417811089808
"MEF2B",0.798700472491,0.874864112897434,0.766077283185414,0.400620464496573,0.64340040867959,0.403579194210128,0.319227363799688,0.443095918970297,0.409309200698276,0.362723477689458,0.415723231266097,0.366736016640145,0.703437558023505,0.769085441739769,0.730054705418504,0.365674967382075,0.463761549992846,0.319270263739513,0.575513109724254,0.416666125737323,0.387560517724827,0.382081905399322,0.383026419150035,0.373848972686176,0.810740675541821,0.918216089261778,0.913850975524556,0.448678874401625,0.517086688742952,0.43469083791606,0.694275511899087,0.53767260908292,0.44513911311909,0.434668447130712,0.39680104221747,0.290802863757669
"MEF2C",-0.662642506428759,-1.28810256886609,-0.451571266029855,-0.15827507473396,-0.741557429118931,-0.0358955739373488,-0.172002688051083,-0.762515949760439,-0.092665849459449,-0.196390272602431,-0.772979920987942,-0.275064798958742,-0.899727834131599,-1.21929421812369,-0.571427366119588,-0.212940114199835,-0.650412491367217,-0.116976165190174,0.0123994606699602,-0.641650114468135,-0.0845450859235635,-0.122687944044741,-0.857777011737017,-0.176869444892797,-0.682959982314393,-1.26115369479051,-0.45480466443933,-0.176154797835279,-0.652661648886392,0.00591728707783773,0.052381719214941,-0.734401336904726,-0.112476451505353,-0.0715194761121485,-0.865962191577094,-0.0857490192102677
"MEF2D",5.24134215752916,5.13307286107863,5.44444733116747,5.5756060799863,5.27124129685334,5.72239523687823,5.55637441179457,5.41274583723854,5.77211978356177,5.59545129456207,5.48747993155281,5.71466610950988,4.98847315070844,5.10477637891613,5.39493198244381,5.63141798824156,5.39559025435634,5.82128982344802,5.81740994115068,5.54523899928449,5.73293765209741,5.5709815943668,5.45655687114331,5.70833835911506,5.26664947076916,5.20273539253243,5.62758835027343,5.77814560662069,5.52544097320798,5.80158493393453,5.82108392663196,5.52504245506402,5.67104873160602,5.68679032363553,5.49515912179752,5.68628356677484
"MEIS1",-0.509862066297892,-0.579691791438811,-0.289748203928379,-0.153234817181507,-0.492864421347038,-0.0649283405376197,-0.280014750186741,-0.367371603977349,-0.0599826146796726,-0.310963416055942,-0.451376206925483,-0.160260742411666,-0.676630032153282,-0.665971356859592,-0.411889799038076,-0.222123009426502,-0.423032740143128,-0.0715237282741869,-0.0180699894701922,-0.342379576811682,-0.0991055924338902,-0.282135385758045,-0.42905642821878,-0.0794045611696998,-0.416970471997817,-0.560368900745073,-0.259445648784992,-0.178692433669124,-0.33851979724957,0.0288570228169081,0.0512983882228549,-0.311944032064119,-0.132988482258585,-0.162929203876497,-0.322831488469142,-0.127391752431417
"MEIS2",-0.0107203806418049,-0.0753194414791591,-0.00652173051281953,0.612633638913161,0.215134960897683,0.540863055401047,0.451246520345312,0.384154487041573,0.526681265815627,0.361769627571006,0.400932729612169,0.408763929311102,-0.262738843428091,-0.139453412420486,-0.106582286733605,0.425831423392179,0.504161675972254,0.489570367400996,0.743012636591138,0.632924213453252,0.517188367885541,0.543774380595543,0.505732257147961,0.528485148485817,0.0454361595574892,-0.0311470413208352,0.0466268341364326,0.595407118932967,0.654174086180424,0.642285613726079,0.812636504566705,0.588702477218779,0.501042625162789,0.584308399986913,0.555826570677562,0.445969693867633
"MEIS3",0.677144394895462,1.14556833571809,1.33397612249751,0.434279200162138,1.10951888445259,1.03623940878447,0.706384433654851,1.07249709467855,0.911852807578084,0.382810320596246,1.2861668725921,0.947245034433057,0.748014072405055,1.22846201872605,1.43485874876451,0.579298610582382,0.99596972348464,0.789215572056825,0.509768092171769,1.12110781994456,1.02379328195012,0.530226938962078,0.930292654722192,0.96982664426615,0.895568597353462,1.40127683605089,1.68573752054673,0.702903891108512,1.24776775748193,0.925990359590103,0.487906190413579,1.11968600232339,1.1270108012705,0.485590324822244,1.21323781989798,0.676609585513099
"MEOX1",-2.72619914526917,-2.51234117154429,-2.39904192273945,-3.63325981402832,-2.95585513042697,-3.3828622997433,-3.7793499642815,-3.56622403684835,-3.31016471089726,-3.70353400065088,-3.66238032106568,-3.45203201206848,-2.61429038936176,-2.54959777350198,-2.39649468856344,-3.47903881550684,-3.52775022123225,-3.41122891601071,-3.47691680971533,-3.43785825991604,-3.32186648524669,-3.69063536836688,-3.5589462373395,-3.41533530415951,-2.47012815414531,-2.52677111203153,-2.29708312090495,-3.50971190195642,-3.3315336802028,-3.25421854573729,-3.47206974842449,-3.54528359202554,-3.45028410765512,-3.51361813162774,-3.51873403282476,-3.38177123574614
"MEOX2",-8.33456828500533,-8.04854820485886,-8.0572270612143,-7.35777566517512,-7.74838224701224,-7.00167989638994,-7.66483783598895,-7.46603789104584,-7.20477175032052,-7.62646813246085,-7.51992258486195,-7.25734686026989,-8.57183809446547,-8.29401219790843,-8.31905971041431,-7.49112983310761,-7.29340030696719,-7.18350399190371,-7.19616356197065,-7.28421711601659,-7.30041606898132,-7.42828539795559,-7.29681323302395,-7.28619688056921,-8.32237861883084,-8.11046487441805,-8.1363668311473,-7.34946457487885,-6.81488616964014,-7.02451866708793,-7.13793938028345,-7.28552478206864,-7.3217352964079,-7.23320867958792,-7.19698014333018,-7.21624585839738
"MESP1",0.869158167058469,1.05187452828608,0.873041065425195,2.45589768720143,2.13695595443857,2.68028289334473,2.93009487763762,2.76707774349314,2.10912809327446,2.54992354040542,3.33508266356014,2.35733523313406,1.25110739896914,0.952269400286472,0.736909724920811,2.89160252700852,2.81180933278122,2.20323803667801,2.36050737626992,2.40593822335018,2.110561947607,2.62847737150877,2.6736621245209,2.44422408282708,0.432623044402976,0.562050291952456,0.737209357881208,2.27544554876054,3.05672720656566,1.85901084949364,1.94186539237752,2.44428851281903,2.43192132228856,2.44680125568145,2.86515338792737,2.18668987377333
"MGA",8.85944497007482,9.07875978491674,8.7595648944179,8.98656638606713,8.63210225499343,8.91005097417898,8.37764288249113,8.93534165197503,8.76118738355042,8.75531045193667,8.75864701123346,8.68202830279966,8.46622097367328,9.05517077008561,8.64957210405694,8.43579748489653,8.88779701974347,8.88386958999561,9.07806947238604,9.25235471735037,8.84960303968962,8.61640744980153,9.02967535521556,8.73664047867516,9.010477690638,9.37760741112764,8.81023770229048,9.00380993764388,8.76534985366216,9.13103760925268,9.51235090284501,9.17641837106795,8.71832950645911,8.74398016793923,9.02741975979523,8.8078671985674
"MIER2",9.18520436468546,9.6528725278335,9.37816725820998,9.03252867222029,9.70310506064762,9.20406810750314,9.93602444857862,9.85006223043878,9.13144243895637,9.50556606698866,10.5014616167902,9.26925601175215,9.4411586720387,9.47225819639577,9.80403103570318,9.51868727032869,9.67087093654017,9.03451144970046,8.89646982810244,9.61577313248448,9.36239196277275,9.44110431141272,9.55942201249052,9.46262612940764,9.3669759095839,9.61497438400345,9.83595622852764,9.68521635790888,9.44865848408164,8.76473640796236,8.69521046090397,9.58586800306469,9.5225741784449,9.11423428133123,9.8582376261043,8.92356481672125
"MIER3",8.9239663035882,8.72022807367624,8.77610273455904,8.45412421696743,7.94512003979977,8.43274187003174,7.78497249542164,7.85885365443314,8.54304268995099,8.31352141281372,7.45568863888791,8.37707691772362,8.25673038012732,8.42601736865149,8.45712063653466,7.70704852828703,8.12808751256663,8.41069733288975,8.52328370027988,8.38580255339203,8.50369868416419,8.17125409665223,8.25136077082129,8.23587238260624,9.03905101122984,8.86310542427919,8.72265131547288,8.32090029931937,7.8356757425385,8.71217417155768,8.81413544096569,8.44611608764677,8.35009908880556,8.38774695241863,8.04215698660546,8.47699997384822
"MITF",0.100368712220909,-0.0489675778032532,0.259797899986449,1.06216037657802,0.335240058484236,0.941515884967445,0.86622152391345,0.501766513092451,1.07606061214512,0.948935131139688,0.440267973587509,0.874893915571685,0.174490826624803,0.0244423224200977,0.309029103971314,0.839860695448768,0.557988887654325,0.859424042456562,0.981688393824949,0.590557495787271,0.758847980818489,0.949949494918445,0.530987816315269,0.84325516939171,0.27417254475142,0.141940343858899,0.316856349094119,1.03196203067923,0.590672943352177,0.944708232068068,1.04627734762759,0.608640194538082,0.948887835376726,1.0706061121218,0.716868238446638,1.00276032167589
"MIXL1",-0.535699579015921,-0.345812597227803,-0.500162566464634,-0.0702426303229529,-0.228806726117453,-0.010496690326749,-0.301103982967416,-0.100613799341887,0.146008767819088,-0.221085817331887,-0.133674428279646,-0.0475895177305943,-0.541914999705514,-0.313689523317405,-0.540754520494598,-0.251755442539203,-0.0547116544545101,0.0199739647653098,-0.119200947414924,0.0223404609378289,0.0132896182252044,-0.180816486439055,0.0136510619773862,-0.156022243172219,-0.497674272258073,-0.416904090924127,-0.510988772790189,-0.0884551159990835,-0.0229926889441943,0.0819044878390024,0.0825397397694998,0.0677641939846842,-0.0858875338700634,-0.136722298313121,0.0317736598846803,0.0918360842754378
"MKX",-2.13047634594607,-1.75748230086106,-1.9183446039659,-1.50146413828655,-1.61809709580129,-1.37574938386443,-1.9601000404139,-1.31987210703997,-1.52821199221993,-1.76946237309572,-1.42861855695612,-1.51501583427537,-2.43088465994712,-1.88194794090571,-2.13778356287845,-1.68457262107104,-1.10765091671545,-1.30573372936336,-1.44977018036806,-1.15557850064796,-1.518078750525,-1.64461150841897,-1.20805259862141,-1.45015713047195,-2.02234039655481,-1.71821777657444,-1.82288275564307,-1.56138369437318,-0.762850818686533,-1.37398797573574,-1.39872317699857,-1.09885239112482,-1.52732752418539,-1.46746877832538,-1.12681790907574,-1.45184847228499
"MLX",17.4382326290621,17.1920208232335,17.2024692282162,17.2021641524199,17.1931993274778,16.9732534061491,17.1557087950319,16.8056835019707,16.7607030214513,16.8888467529576,16.928513612092,16.8537396028012,17.4906754910953,17.1749722556668,16.8885547506463,17.2710025586699,16.7864244861659,16.7359137360013,17.2545491299838,16.7148282317636,16.6627099744008,16.9889266140086,16.80974599518,16.8173604805221,16.761122101631,16.7236244254048,16.7141989216444,16.3498054559633,17.1970949505195,16.3323337565769,16.7902940431597,16.7615816348988,16.8084507869544,17.0611543645079,16.7709356739784,16.8200250592655
"MLXIP",7.58781864078755,7.66115022808061,7.77362485310693,7.03511919298443,7.29589799374915,7.20100871049614,7.26204131825766,7.12004498480184,7.09999732101923,7.15324596763105,7.41120016930425,7.077758944139,7.5314219246998,7.61817832161787,8.05635955338457,7.07432225136847,7.0546155925522,7.13750579118207,6.95378521046544,7.07756142305661,7.13521404272851,7.13597799394241,7.00659847896157,7.22771282784167,7.87915338971008,7.93884235718167,8.10590532510969,7.46488681433572,6.94302743629794,7.12915927324183,7.14377852039506,7.1153252628977,7.23077371351364,7.04687734054444,7.15403009748076,7.05889715759832
"MLXIPL",0.882238018630564,0.759872390488619,0.942450827424172,0.673884288346164,0.648975143306379,0.688920405698251,0.420731684315741,0.44653812673814,0.692668038192804,0.284714320927763,0.357123120550982,0.43755811330034,0.875141744466711,0.726103081719715,0.814578630652442,0.458646046039043,0.4137166015192,0.636001117655565,0.663987162152818,0.557914544782917,0.62948109204597,0.548375839898718,0.637677054275825,0.63612170520116,0.830935974057529,0.785236436674289,0.776207964943052,0.289654163202488,0.566657593572266,0.602252786415037,0.672504454380793,0.469460018710566,0.619956266673967,0.560756518963286,0.388066799651771,0.466918759700051
"MNT",-3.98191328261271,-3.84571653653056,-4.05750430890722,-3.50474663969478,-3.64837550176579,-3.53981039478879,-3.65738579829273,-3.38994792138235,-3.55795687822464,-3.51534777748646,-3.53121893240196,-3.54049025368809,-3.74828071406089,-3.77908498536292,-4.15910294709186,-3.56055273020206,-3.42574299392734,-3.58904774635606,-3.59078250909931,-3.43481844602178,-3.6216562353935,-3.54181602844634,-3.31811432603554,-3.55290796759869,-4.12070937097227,-3.93771299565451,-4.25634552075283,-3.69964784606896,-3.31049874139164,-3.51483826252659,-3.70216101686688,-3.40234694337561,-3.59361369848727,-3.59669223291331,-3.45323491330653,-3.38269487712123
"MNX1",-2.35080078720363,-2.26173426437691,-2.22171125303209,-1.86714051285058,-2.2574512874038,-1.76623972293316,-1.90175663109071,-2.23802783394912,-1.77386231216785,-2.00278349017885,-2.26553865486051,-1.90436498913928,-2.39003755561438,-2.38468431299013,-2.23828663596399,-1.92673640062338,-2.29505512885719,-1.71367036128972,-1.76837340576703,-2.09852010920651,-1.80125308673369,-1.82647781963495,-2.1125049045638,-1.8264831774075,-2.29305887022088,-2.31346368193536,-2.14561048978214,-1.82106319881568,-2.04585913026931,-1.68611613436248,-1.68378412703137,-2.07527472092099,-1.90806662563274,-1.86558770704205,-2.18040776662121,-1.74127498737323
"MSX1",-0.385003063437041,-0.43344185561681,-0.767922730662788,0.597500279529925,0.117633161670522,0.318726488405262,0.691642390541018,0.713103180058481,0.479371686997559,0.804095842007309,0.625727627241247,0.486540567537948,-0.335340762573788,-0.265626462717335,-0.618292968287718,0.792013822344933,0.697404817655131,0.659861502989158,0.484259312391482,0.632465431030519,0.659090643416297,0.824785452884058,0.844838043970416,0.537316977324811,-0.358478888348246,-0.493198435141969,-0.750201480387853,0.695937678055223,0.393547747719671,0.568694937122335,0.603424000526221,0.595390136514536,0.500429489551561,0.777635486233189,0.692922647094817,0.700677110143594
"MSX2",1.03094723288003,1.01862651605189,1.03330732674487,0.91512593358538,0.943744862086291,0.86842089671631,0.755389846616656,0.693155946761625,0.96017008724453,0.763386564129234,0.718062298029331,0.847424790555706,0.91827235117351,1.06735632991542,1.02029833255135,0.793442927856233,0.793747583135753,0.976656232711902,0.935799595917487,0.821598142409836,0.874170025280701,0.859518563270818,0.860925290245735,0.814669576531405,1.08442587761645,1.05376239920731,1.00418338399994,0.822459081069345,0.806315661273446,1.05837069585426,0.93106184069392,0.845524551001809,0.968191985595547,0.879906433588753,0.890419135474459,0.87997787927244
"MTA1",3.14271570399172,3.24521888609093,3.35503023811321,3.16378076345588,3.37373821087151,3.24003460857606,3.48753234453991,3.45320035652047,3.33275031106889,3.35942327794406,3.52407351542416,3.35881409696845,3.39919321022999,3.33732752488234,3.58557528950403,3.31470956990011,3.32806687510114,3.28571042729318,3.03687851715957,3.30122712165624,3.4235628482534,3.33938430040443,3.23623387730529,3.39535366968429,3.52398630390141,3.42462674794518,3.6644667939934,3.58955332262518,3.07481790169697,3.36003796078028,3.14887836190211,3.3005553181841,3.48988220357653,3.21992726113739,3.36839792500583,3.3052291590282
"MTA2",4.686029647568,4.69252307381889,4.86473316732827,4.30634345781855,4.5625346395428,4.43120121721641,4.34016424363028,4.23452395886396,4.35063401106762,4.27551825831992,4.36345436456375,4.42295381821325,4.49490716297757,4.61787295138652,4.88740917200988,4.32167510480115,4.28386736704383,4.36823011278244,4.31009112513975,4.27041287525565,4.3724485910898,4.32183315942365,4.2300308688095,4.46576213097888,4.67996134300016,4.69581649564606,4.97467129772062,4.34645428386568,4.30479143244558,4.37824671459661,4.25925266220303,4.25492109859789,4.47572602211149,4.24978061482164,4.30629044998232,4.33317679352708
"MTF1",14.4260010266324,14.1058907044776,14.2493373063933,13.5439187253116,13.356574117957,13.4206905783092,13.1126931501979,12.8954396362551,13.3834608003694,13.2297047525635,12.7894950105139,13.2688505594312,13.7567396574182,13.9369529444456,14.112837455086,13.2254883367295,12.9890428284202,13.3374919291818,13.5802625898475,13.105273795834,13.3453204988483,13.3048647372911,13.0118377687235,13.2364200187771,14.2873806625838,14.1119654243635,14.12337835196,13.2155357417672,12.7824959209054,13.3346959339923,13.6353363663175,13.2304600805928,13.3019692739435,13.406972617501,12.9417902683244,13.313800423851
"MXD1",0.0588819091004886,0.414966542642152,-0.270962685579004,1.78824903827053,1.14306965137272,1.58973424123602,1.9221907618618,2.21198127743807,1.48939793887822,1.86983997753996,2.37780352072352,1.58822006387752,0.234698965258289,0.534759583044352,-0.183547018144485,1.78970239130816,2.05978490314382,1.62985765274013,1.84699415086803,2.20836466255013,1.62773869744087,1.85726949983347,2.19773972218969,1.59615473543732,0.097194230087962,0.551723078442429,-0.198335735668739,1.80583610753738,2.21625644823999,1.46572170696559,1.84961780411036,2.23869275380309,1.55868592222234,1.77327338668578,2.30686097976639,1.57212128237463
"MXD3",0.740759075462889,0.480317083022918,0.833946095787494,-0.336220814728117,-0.744255648769135,-0.310047604670135,-1.61194037985654,-1.97035376614283,-1.09979232015903,-1.68847413149618,-2.06294619476684,-1.14489587785306,-0.889764589332034,-0.0948148656747353,-0.636261575243577,-0.968164216630984,-1.21727315325099,-1.11952644608395,0.298262677988307,-1.38089288068011,-1.46877105561698,-1.27810548664551,-1.26756811107708,-1.22024655877703,-0.415639490498363,-0.172258313287383,-0.259870782991931,-2.24730924761335,-0.0498595746615799,-1.46653810639062,-0.272710459939819,-1.39770745222751,-1.25517155542796,-0.497938568114555,-1.42877266089541,-1.39302015449099
"MXD4",5.28494126491283,5.64865670562176,5.43994069389296,6.88610983460117,6.67620765428285,6.99741342472533,7.44584898634306,7.78302382078598,7.18969250623253,7.41376235346704,8.16175746415787,7.29491063524623,5.79461980117583,5.77796896718324,5.91425077107242,7.26331707824697,7.60582366391142,7.12172246136666,6.60157266101257,7.70073238445717,7.33694968269171,7.38981258677984,7.60619570895686,7.37382144351889,5.75757901240983,5.90343596325957,5.90905301459519,7.76529964890652,7.28461805153755,7.19259635744735,6.73203659760544,7.51907164570496,7.4058446122228,7.05984035715927,7.85260899036854,7.22703015603089
"MXI1",-5.56701340133838,-5.59313675005571,-5.79694019218691,-5.3058765294298,-5.36038719925934,-5.4863683706636,-5.37198183394693,-5.24351667382634,-5.4045594045923,-5.26476545011494,-5.31691561610766,-5.40364806915021,-5.36243590778197,-5.45883194318786,-5.71197290507095,-5.28094834384061,-5.22884844957189,-5.36313584515933,-5.40537179052834,-5.34769320526271,-5.44129710930928,-5.28546345602693,-5.20976378127004,-5.4513533777876,-5.68939690717961,-5.64349977364112,-5.86136291762733,-5.3890496410953,-5.25879392106338,-5.3638019814998,-5.4719626034863,-5.323372320673,-5.46976184916186,-5.33069825738328,-5.31836948076173,-5.34399371623915
"MYBL1",-1.80967635020537,-2.25928321030541,-1.8182489948306,-2.06488599713592,-2.13716817480035,-1.99749613512898,-2.184034679537,-2.40136513250788,-2.02804526645939,-2.16171186735432,-2.63040627291186,-2.19618000442319,-1.85325469082578,-2.35002391666941,-1.85197898098443,-2.24237202440546,-2.4431912051029,-2.0337953383866,-2.10001446878679,-2.43771147174434,-2.08201773749449,-2.2167412248275,-2.47510790472185,-2.19146607741771,-1.80686680772806,-2.20370344832227,-1.80854556473356,-2.12875023153504,-2.35801409419392,-2.04081336408404,-1.88582425587693,-2.42527520571751,-2.17634140393604,-2.11083644209025,-2.5064450868817,-2.08144318028398
"MYC",11.1139051029364,11.4369564212271,10.968598057849,10.4228171910405,11.1465897559718,10.2935689815819,10.5800025333471,10.7998359866236,10.2584681618847,10.5451166404548,10.7941469574373,10.3770919895776,11.269683470686,11.435664175101,10.9867858019551,10.4844709400122,10.8673139085412,10.3750608525354,10.4298894205019,10.7789280457555,10.330763212739,10.466279484043,10.7718831482884,10.4581042934096,11.0234584144456,11.33828957705,10.7647365433762,10.3967647031876,10.7500299077559,10.2145573679691,10.3291352741901,10.7698351860953,10.3090370959753,10.4230782805835,10.7579943639419,10.3792878576754
"MYCL",-8.09337106074372,-8.14111599850936,-7.89356212169479,-7.74248163741361,-7.86664562000015,-7.46798958670257,-7.67973942035339,-7.94460151459139,-7.67932287704036,-7.73368912064655,-7.77104761625778,-7.42357932845273,-8.30857917574928,-8.2776814181947,-7.93502857547089,-7.77317182645792,-7.91602852306429,-7.65944032043866,-7.5866735102572,-7.88461358793409,-7.60285577143355,-7.68047221173562,-7.75121670135796,-7.44451719167695,-8.12071996897071,-8.21603708939865,-7.85285415408591,-7.75926827134029,-7.67004419519101,-7.61678018206302,-7.77805690345942,-7.85911970796806,-7.51219965312053,-7.76168468709299,-7.82920015528013,-7.63683906628273
"MYF6",-1.24475968591823,-1.09721990853734,-1.16882504031178,-0.573320389593246,-0.702128388406654,-0.386214338154105,-0.402149629103071,-0.128150598249421,-0.3331709395943,-0.40340904859358,0.0753251968684754,-0.336937738540678,-1.09963893194394,-1.13288078364932,-0.845127606525859,-0.391002508065168,-0.346920294363569,-0.360193958342635,-0.642670047513018,-0.223031097901358,-0.41353165387074,-0.341775950895117,-0.177482793059617,-0.280116471678878,-0.959953944130552,-0.924053500111887,-0.936155309576265,-0.0300155220586072,-0.609758964236899,-0.355523037542192,-0.560682351214409,-0.217314783177288,-0.212446664512221,-0.55962008163497,-0.183861206487934,-0.318752510895444
"MYNN",11.5724251968458,11.7800499823152,11.7736047558986,11.533552920087,12.0986857380877,11.827302220476,12.1657302189917,12.1172028785862,11.9958002511349,12.0698674874406,12.4309740203502,12.032083431985,11.8476615808255,11.9041608912559,12.340840414781,11.855433541869,11.8763455693364,11.9319696696717,11.4678966399956,12.0363154044647,12.1669791605711,11.9774742213044,11.8124506488007,12.0853428568947,12.183801458477,12.2055743481103,12.4914104468213,12.473827716469,11.5753470275476,12.0626216849723,11.6854431840524,11.9908002374249,12.205849381,11.679689022268,12.0704722712551,11.9361131889122
"MYOD1",1.99548316913887,1.8844996816179,2.05018715663434,1.42224238170908,1.57369413737365,1.45181729681453,1.39129715907991,1.21529121106297,1.36559077026977,1.33177381149734,1.24916192611204,1.39172948966565,1.83179271145366,1.81887022854921,2.10016001083046,1.42402312702593,1.24572462898357,1.46105524599921,1.51968282252048,1.29051255709096,1.51163887470201,1.39856002136386,1.2036621727419,1.38611885348106,2.10663708402034,1.96605341877705,2.17894567826125,1.49545051859258,1.27459231650091,1.38024379492836,1.48286011631512,1.23274703660641,1.43698210227672,1.44544218836776,1.27014043981669,1.34123844605946
"MYOG",0.549171029404825,0.702284755322486,0.681318241060271,0.844714654347437,0.897422012903232,0.959388717808902,0.851714361183548,0.969348003759865,0.890560569249408,0.907686475303828,1.06249933862105,0.841275310750409,0.759121305288046,0.702946778190857,0.954602842336801,0.799276649872087,0.778166485292931,0.928729250513424,0.68689902176433,0.93236763837343,1.01136972365396,0.783129563586942,0.867374804566139,0.976210098476276,0.834118141365694,0.926647191795786,0.937090907822102,1.20455334671079,0.791449941083045,1.06061362642312,0.85861839866711,0.962896495637393,1.04543855856226,0.710228832432763,0.902683678964106,0.91624570147569
"MYRF",-5.7868847516167,-6.08934871666848,-5.63284249399254,-5.79452946213646,-5.99682203821016,-5.58568476811848,-5.58615530539593,-5.68394707095729,-5.39581506253163,-5.47906324103965,-5.65625141177173,-5.39795553635526,-5.85014409240228,-6.12180710543954,-5.43809619022572,-5.70238578071414,-6.04883846719319,-5.55702733923769,-5.78022551752774,-5.8208951633717,-5.33194029667686,-5.44767638335915,-5.89846083914683,-5.46578128275105,-5.60055565800481,-5.85807950722305,-5.37841182720066,-5.39119850780588,-6.04405156791892,-5.33763335817035,-5.67097836544446,-5.8580902638727,-5.39805509306121,-5.66048791937439,-5.72108050519066,-5.34042731588932
"MYT1",-9.59287000748027,-9.13430476285517,-9.68016110715119,-9.25915531843139,-9.2228040859633,-9.30709269921193,-9.30982959394972,-8.86744213442451,-9.33353533443943,-9.273202438514,-8.77687106266586,-9.28064880384244,-9.77454535988514,-9.16170628263009,-9.68675411616615,-9.14236005676578,-8.78296183191034,-9.38960760457398,-9.27815109852743,-8.79412202422156,-9.33006275679088,-9.23138352750519,-8.63854673506673,-9.17425367958412,-9.64846981632389,-9.14999462703874,-9.40182857253955,-9.24599468979782,-8.61473475016679,-9.16536251262565,-9.19716177547694,-8.84837326726154,-9.1230317611319,-9.28215086490927,-8.67532255256572,-9.23783184951295
